# timestamp tx ty tz qx qy qz qw
1311867171.794170618 -0.196365570 -0.082776194 -0.108622060 0.003359680 0.018667962 -0.026271883 0.999474866
1311867171.826255083 -0.192265521 -0.054100973 -0.110985367 0.010123890 0.017483884 -0.025077122 0.999481345
1311867171.862358570 -0.196931048 -0.066599549 -0.107275923 0.007987722 0.017146619 -0.026948122 0.999457847
1311867171.894442797 -0.208620241 -0.058969880 -0.107873797 0.010372170 0.016129384 -0.027248813 0.999444727
1311867171.926222324 -0.218706405 -0.062369658 -0.106782617 0.008552685 0.015520560 -0.026594114 0.999489228
1311867171.962466955 -0.242506902 -0.055335743 -0.104506392 0.009505827 0.017259551 -0.027310739 0.999432774
1311867171.994671345 -0.250719696 -0.067166380 -0.107050869 0.005305168 0.016493667 -0.028565499 0.999441757
1311867172.026268005 -0.253917742 -0.051644334 -0.093448812 0.006850047 0.015363262 -0.030278393 0.999399953
1311867172.062288046 -0.276551317 -0.037783798 -0.094902494 0.006896058 0.017858994 -0.029065968 0.999394152
1311867172.094195604 -0.273818187 -0.046526783 -0.086452399 0.003464728 0.014500565 -0.029455552 0.999454901
1311867172.126368999 -0.308686471 -0.061760723 -0.083449421 -0.001846358 0.018152101 -0.027022010 0.999468310
1311867172.162335157 -0.302550431 -0.036647891 -0.084183128 0.002512465 0.013530802 -0.025775821 0.999573015
1311867172.194426537 -0.356254320 -0.040851388 -0.072902158 0.000007347 0.021708473 -0.023305334 0.999492673
1311867172.226441145 -0.326316440 -0.039810105 -0.081367970 -0.001228906 0.013502608 -0.023262666 0.999637443
1311867172.262228489 -0.331291206 -0.026159285 -0.079198833 0.000003131 0.013565480 -0.023091929 0.999641306
1311867172.294483423 -0.348595624 -0.026541535 -0.076944425 -0.001451139 0.017398488 -0.023641943 0.999568029
1311867172.326338053 -0.387932281 -0.028675745 -0.074164978 -0.003518214 0.024633838 -0.022875280 0.999428596
1311867172.362400770 -0.373970189 -0.008213248 -0.070522926 0.000214559 0.019393488 -0.023286930 0.999540677
1311867172.394288778 -0.412674406 -0.007827154 -0.055008896 -0.000483022 0.024852397 -0.020258899 0.999485719
1311867172.426521301 -0.418649772 0.005704325 -0.063539792 0.002233718 0.023767729 -0.019939362 0.999516147
1311867172.462350368 -0.389719815 -0.010551656 -0.068821997 -0.001929829 0.016490226 -0.021327475 0.999634677
1311867172.495266676 -0.410707657 -0.010625166 -0.052960516 -0.002756117 0.021226720 -0.020559581 0.999559470
1311867172.526306391 -0.447421950 -0.017469296 -0.055305325 -0.003573772 0.027493918 -0.021408050 0.999386316
1311867172.562492609 -0.385341593 -0.019639101 -0.058409950 -0.003846086 0.011762591 -0.023406797 0.999649424
1311867172.594543934 -0.383880166 -0.014219908 -0.061374225 -0.003108232 0.011287665 -0.023572955 0.999653562
1311867172.626370192 -0.431315159 0.009874368 -0.050076949 0.001509053 0.021369176 -0.023327947 0.999498318
1311867172.662441730 -0.452033297 0.041578122 -0.046147677 0.007193006 0.024542330 -0.023668418 0.999392686
1311867172.694544315 -0.437995376 0.007996538 -0.038180898 -0.000614623 0.021236184 -0.022700069 0.999516560
1311867172.726393700 -0.493950164 0.003008184 -0.046992360 -0.003134015 0.033734864 -0.024271687 0.999131134
1311867172.762374163 -0.505961009 0.009639233 -0.024460130 -0.003105106 0.034797388 -0.023852765 0.999104872
1311867172.794451475 -0.504532743 0.016095908 -0.029222605 -0.003019326 0.032880146 -0.027433814 0.999078158
1311867172.826308966 -0.523555981 0.036311321 -0.019783838 0.000677693 0.035198775 -0.027284441 0.999007581
1311867172.863231182 -0.509425774 0.025256030 -0.026697992 -0.001681442 0.030267526 -0.028144983 0.999144088
1311867172.894464731 -0.503373577 0.019474909 -0.031665413 -0.003066577 0.026702218 -0.029838134 0.999193311
1311867172.926322222 -0.540050533 0.018386152 -0.034625579 -0.003086565 0.034232348 -0.030910636 0.998931005
1311867172.962331057 -0.534834626 0.021416101 -0.024544868 -0.001899516 0.030881878 -0.029812864 0.999076521
1311867172.994526625 -0.541893943 0.021753404 -0.024177674 -0.001968207 0.032456434 -0.029164308 0.999045619
1311867173.026263237 -0.527515339 0.019128339 -0.025568765 -0.002405874 0.027549398 -0.026274833 0.999272173
1311867173.062462568 -0.531270589 0.015276283 -0.026776385 -0.003293251 0.028173554 -0.025399684 0.999274868
1311867173.094517708 -0.523266827 0.016653221 -0.028116133 -0.002722763 0.025443390 -0.023985891 0.999384759
1311867173.126781940 -0.514546623 0.008766008 -0.030812417 -0.004933986 0.021531274 -0.024066607 0.999466287
1311867173.162230730 -0.488169576 -0.002325010 -0.040497006 -0.008304562 0.014650528 -0.023560568 0.999580560
1311867173.194301128 -0.480379789 -0.023064586 -0.047331488 -0.014570976 0.011927932 -0.024761483 0.999516023
1311867173.226444960 -0.541298614 0.019763099 -0.029263894 -0.005350184 0.025098928 -0.021615338 0.999436940
1311867173.262201548 -0.550637863 0.023016782 -0.032666914 -0.006021299 0.026558275 -0.021494188 0.999398020
1311867173.294268131 -0.570014015 0.048952604 -0.008088845 -0.001686090 0.028621803 -0.018413122 0.999419285
1311867173.326287270 -0.554337872 0.023218280 -0.029068281 -0.007693255 0.024664515 -0.023355933 0.999393304
1311867173.362327814 -0.510716809 -0.001066305 -0.043990641 -0.013451612 0.012815717 -0.026464805 0.999477076
1311867173.394287348 -0.521998745 0.000897723 -0.035550647 -0.013367027 0.013141720 -0.027988305 0.999432475
1311867173.426279068 -0.574145292 0.023802537 -0.023624689 -0.007733474 0.024150996 -0.026894839 0.999316562
1311867173.462289572 -0.588022544 0.030493769 -0.022176873 -0.006002281 0.025673057 -0.025950811 0.999315477
1311867173.494338989 -0.552907797 0.011358015 -0.034154212 -0.010043887 0.016084177 -0.026120068 0.999478945
1311867173.526390076 -0.569235983 0.035690516 -0.020727855 -0.004256595 0.018992131 -0.024896992 0.999500535
1311867173.562437296 -0.585864815 0.041417670 -0.015714734 -0.003616159 0.023006488 -0.024398854 0.999430999
1311867173.594310999 -0.575264106 0.049651221 -0.011199948 -0.001969725 0.018772454 -0.024993769 0.999509393
1311867173.626396179 -0.601826729 0.045050226 -0.013482597 -0.002693269 0.024347948 -0.025894851 0.999364488
1311867173.662329674 -0.624126840 0.078053658 0.013171876 0.004997422 0.028216333 -0.023859094 0.999304562
1311867173.694354057 -0.570802587 0.028465453 -0.023563221 -0.005793161 0.015231611 -0.025931202 0.999530895
1311867173.762397289 -0.525354956 0.012624496 -0.039175768 -0.007846794 0.002622502 -0.028174632 0.999568777
1311867173.794355631 -0.573641455 0.043077262 -0.021873786 -0.001430056 0.014538843 -0.025727368 0.999562244
1311867173.826567173 -0.549328476 0.031616203 -0.029605941 -0.002848103 0.006898694 -0.027073110 0.999605594
1311867173.863580704 -0.541293285 0.019644818 -0.038667459 -0.006120857 0.004800474 -0.027306992 0.999596828
1311867173.894608021 -0.551213215 0.022036448 -0.034836601 -0.005488410 0.005152290 -0.025978635 0.999634154
1311867173.926697016 -0.554080052 0.026749361 -0.030467286 -0.002968787 0.001498669 -0.024356508 0.999697805
1311867173.962546110 -0.477855346 -0.066048305 -0.055195808 -0.026458834 -0.019684996 -0.028012675 0.999063422
1311867173.994431257 -0.504562439 -0.034343850 -0.043583274 -0.020087470 -0.015440515 -0.024196030 0.999386130
1311867174.026425838 -0.487567530 -0.059668615 -0.059299493 -0.025227309 -0.021239880 -0.026484120 0.999105120
1311867174.062462807 -0.522544222 -0.009426115 -0.048025502 -0.015644405 -0.012406758 -0.022856252 0.999539352
1311867174.094519377 -0.494338167 -0.051341016 -0.054867082 -0.027663031 -0.018519830 -0.026984811 0.999081374
1311867174.126454353 -0.500829740 -0.038108012 -0.051947544 -0.024704040 -0.018393140 -0.026398869 0.999176913
1311867174.162432671 -0.528767095 0.012325247 -0.050830201 -0.014658862 -0.011157458 -0.022378843 0.999579820
1311867174.194398165 -0.520703093 -0.013873415 -0.051364530 -0.023572812 -0.013762536 -0.025189909 0.999309954
1311867174.226758003 -0.562540390 0.025828743 -0.043107329 -0.014991804 -0.004438835 -0.022732523 0.999619315
1311867174.262677193 -0.531989907 0.010148561 -0.049450907 -0.019500616 -0.012674776 -0.025024390 0.999416258
1311867174.294528246 -0.530400130 -0.021498543 -0.048141925 -0.028692017 -0.012435814 -0.029093295 0.999087433
1311867174.326573849 -0.541838926 0.009276193 -0.053899220 -0.020129989 -0.009993808 -0.028174011 0.999350355
1311867174.362432718 -0.498105955 -0.058604449 -0.066784388 -0.037777461 -0.021636245 -0.032633107 0.998518811
1311867174.394635677 -0.541243440 -0.001255335 -0.047382694 -0.025295938 -0.012330804 -0.027392073 0.999228573
1311867174.426678896 -0.523161302 -0.040101965 -0.056859019 -0.034566914 -0.019647073 -0.030110474 0.998755466
1311867174.463016033 -0.533964247 -0.033821717 -0.053408818 -0.032995712 -0.019973868 -0.028887453 0.998838246
1311867174.494566679 -0.570438783 0.000448996 -0.040376933 -0.025926599 -0.010706799 -0.025671164 0.999276822
1311867174.526752234 -0.554284138 -0.013846102 -0.040076376 -0.028599788 -0.016643927 -0.027245470 0.999080936
1311867174.562350273 -0.545446613 0.001918118 -0.035089162 -0.025127181 -0.020175474 -0.025700744 0.999150162
1311867174.594488144 -0.562527858 0.007773785 -0.034089730 -0.024498727 -0.015725058 -0.025981687 0.999238453
1311867174.626545668 -0.526974774 -0.041332429 -0.054804533 -0.036001723 -0.026629040 -0.029943350 0.998548029
1311867174.662490845 -0.566788821 0.001490720 -0.037926668 -0.026152619 -0.019401113 -0.027163482 0.999100487
1311867174.694590807 -0.563280836 0.008912442 -0.035493126 -0.026214559 -0.020829667 -0.024074403 0.999149311
1311867174.726563215 -0.568876547 -0.011404602 -0.037663395 -0.031765964 -0.021987763 -0.026967209 0.998889499
1311867174.762375593 -0.566052876 -0.019938251 -0.044823925 -0.032388763 -0.024417443 -0.028078064 0.998782448
1311867174.794474125 -0.555253226 -0.026433911 -0.043019879 -0.034034311 -0.027699738 -0.027990479 0.998644543
1311867174.827330112 -0.572043021 -0.012432424 -0.035543414 -0.030004143 -0.025104717 -0.027275124 0.998862139
1311867174.862422943 -0.616804029 0.040886040 -0.029880133 -0.016479600 -0.015062968 -0.022655412 0.999494003
1311867174.894419670 -0.533277021 -0.042396485 -0.046689829 -0.036371580 -0.037385823 -0.028965481 0.998218618
1311867174.926975250 -0.571890787 0.038668183 -0.037058976 -0.016233869 -0.026946512 -0.023071702 0.999238732
1311867174.962643385 -0.591870873 0.002176711 -0.033980096 -0.024394894 -0.022800102 -0.029865780 0.998996036
1311867174.994335413 -0.572271546 -0.007316203 -0.045866856 -0.025980744 -0.028738433 -0.031095664 0.998765319
1311867175.026551247 -0.555103866 -0.000153824 -0.041740022 -0.026113658 -0.033743747 -0.030021078 0.998638158
1311867175.063311577 -0.583991222 0.034454197 -0.035583176 -0.018130651 -0.029775799 -0.026300819 0.999046019
1311867175.094718933 -0.580529535 0.000926510 -0.039072123 -0.028159025 -0.033226477 -0.028902220 0.998632932
1311867175.126531363 -0.605881794 0.021438033 -0.032074893 -0.024504898 -0.027662856 -0.026944135 0.998953598
1311867175.162518263 -0.577748392 -0.012655452 -0.037661418 -0.034413327 -0.035355202 -0.029291530 0.998352512
1311867175.194640398 -0.595171461 0.010832302 -0.033474235 -0.028963530 -0.031273124 -0.028152313 0.998694424
1311867175.227005005 -0.593427556 0.022553100 -0.033423465 -0.027790602 -0.030878942 -0.026204386 0.998793023
1311867175.262466908 -0.595779337 0.011349722 -0.035126862 -0.032556275 -0.030526094 -0.025084896 0.998688637
1311867175.294450760 -0.601260944 0.015323245 -0.040202273 -0.032841680 -0.032116331 -0.024592136 0.998641674
1311867175.326706171 -0.578220975 -0.014159886 -0.045747910 -0.043035458 -0.038383302 -0.025153202 0.998019032
1311867175.362564802 -0.588286698 -0.008998564 -0.034306260 -0.043506386 -0.037025750 -0.025060319 0.998052237
1311867175.394598722 -0.611046303 0.010664453 -0.023550946 -0.039586806 -0.032454861 -0.024142071 0.998397079
1311867175.426606417 -0.617367638 0.027308006 -0.025238005 -0.035993923 -0.030873337 -0.024784596 0.998567473
1311867175.462599516 -0.631222783 0.024300087 -0.014601533 -0.037416244 -0.029386534 -0.026301152 0.998521260
1311867175.494573355 -0.574542053 -0.060564077 -0.046666488 -0.058078672 -0.047609046 -0.034474802 0.996580019
1311867175.526426792 -0.610201830 -0.017797315 -0.027143896 -0.048472067 -0.038864306 -0.032038975 0.997553772
1311867175.562570095 -0.617844726 -0.016842929 -0.025733965 -0.049081503 -0.036881109 -0.034399309 0.997520665
1311867175.594663858 -0.619085247 -0.014511318 -0.016729089 -0.049379909 -0.036487554 -0.036310169 0.997452683
1311867175.626479864 -0.619898537 -0.017503667 -0.031332480 -0.050239463 -0.037772796 -0.037052393 0.997334614
1311867175.662493467 -0.623013290 -0.014869546 -0.025635328 -0.051767662 -0.039090989 -0.034306708 0.997303892
1311867175.694699764 -0.624444596 -0.015656409 -0.020646334 -0.052906639 -0.042378609 -0.033594692 0.997134062
1311867175.727311850 -0.627875991 -0.012010621 -0.022968918 -0.052428403 -0.043485098 -0.033648949 0.997109852
1311867175.762497187 -0.631034418 -0.014068849 -0.017179905 -0.053913617 -0.043209584 -0.034336638 0.997019182
1311867175.794861555 -0.632437785 -0.014886877 -0.018219927 -0.054248691 -0.043400589 -0.035087281 0.996966575
1311867175.828796864 -0.636028895 -0.015627283 -0.025587803 -0.053713788 -0.043848108 -0.036829650 0.996913110
1311867175.862551689 -0.639849722 -0.015486893 -0.028746835 -0.054666213 -0.045958892 -0.034992449 0.996832440
1311867175.894608021 -0.645959489 -0.017257973 -0.025881126 -0.055526237 -0.047974181 -0.034452585 0.996708751
1311867175.928243160 -0.643109721 -0.018492209 -0.024889674 -0.055007271 -0.050855187 -0.035854812 0.996545224
1311867175.962936640 -0.643426782 -0.014474543 -0.022796567 -0.053958355 -0.051748476 -0.035704907 0.996561965
1311867175.998299837 -0.648975903 -0.018254732 -0.033634438 -0.054787182 -0.050949233 -0.036133285 0.996542486
1311867176.026851416 -0.656174817 -0.018958047 -0.024353056 -0.053097917 -0.050896137 -0.034936999 0.996679287
1311867176.062705517 -0.653545147 -0.018956108 -0.028267433 -0.050785256 -0.052490974 -0.034343094 0.996737732
1311867176.094659567 -0.652548336 -0.020226465 -0.034490381 -0.049905730 -0.053555801 -0.031480138 0.996820042
1311867176.126812696 -0.650942175 -0.019021707 -0.034777514 -0.049257889 -0.055303527 -0.028749368 0.996839332
1311867176.162589550 -0.660873089 -0.010723700 -0.028642723 -0.045846671 -0.053896565 -0.029380864 0.997060684
1311867176.194691658 -0.655798634 -0.016666849 -0.044890171 -0.046149122 -0.054381470 -0.030797779 0.996977638
1311867176.226535797 -0.658402664 -0.018270354 -0.044056028 -0.045339048 -0.052350923 -0.034375711 0.997006551
1311867176.262501717 -0.660356084 -0.018559863 -0.040246822 -0.043376564 -0.052131896 -0.035405127 0.997069314
1311867176.294611216 -0.655103439 -0.016912744 -0.042674251 -0.042579718 -0.053760913 -0.034790624 0.997038788
1311867176.326602221 -0.665488985 -0.016620730 -0.050383171 -0.043506650 -0.052922049 -0.034720321 0.997046101
1311867176.362455606 -0.670502090 -0.011323973 -0.051940046 -0.041753966 -0.054035609 -0.034340333 0.997074471
1311867176.395243883 -0.667506211 -0.013220921 -0.040088444 -0.042637988 -0.055883245 -0.033318318 0.996969887
1311867176.426836252 -0.661360484 -0.018383413 -0.045412943 -0.044512847 -0.057454911 -0.034524069 0.996757557
1311867176.462965727 -0.664170839 -0.020794500 -0.055272717 -0.044452857 -0.057159705 -0.035512855 0.996742469
1311867176.494580984 -0.663946958 -0.017885827 -0.049376133 -0.042852080 -0.057238233 -0.035730301 0.996800296
1311867176.526620626 -0.668404640 -0.014997209 -0.055344073 -0.043071256 -0.057340638 -0.034565383 0.996826039
1311867176.563638449 -0.665938678 -0.016954718 -0.049777908 -0.042984887 -0.059399820 -0.032644820 0.996773935
1311867176.594609261 -0.666945394 -0.016192873 -0.054799360 -0.041902351 -0.061993959 -0.032275278 0.996674093
1311867176.628383398 -0.673166250 -0.013308052 -0.072170105 -0.040622535 -0.062248326 -0.034043368 0.996652399
1311867176.662577868 -0.678629780 -0.013585288 -0.075260245 -0.040465510 -0.062793913 -0.036208060 0.996548264
1311867176.694517612 -0.682248505 -0.013361926 -0.071456700 -0.040011457 -0.062910845 -0.035589917 0.996581490
1311867176.726588964 -0.683201129 -0.014174523 -0.077084855 -0.040053416 -0.064130021 -0.035539154 0.996503905
1311867176.763232708 -0.687550283 -0.014947920 -0.075964038 -0.040205606 -0.065585984 -0.035081715 0.996419220
1311867176.794768333 -0.689425284 -0.015643818 -0.078848666 -0.040331730 -0.067359040 -0.035093343 0.996295422
1311867176.826677084 -0.680559518 -0.020345129 -0.067675889 -0.040397580 -0.070208763 -0.034821349 0.996105536
1311867176.862731457 -0.691992136 -0.015358293 -0.082511092 -0.039329342 -0.068224327 -0.036311872 0.996232951
1311867176.894955158 -0.703492622 -0.011998783 -0.064525781 -0.038622628 -0.067302826 -0.038255930 0.996250524
1311867176.926818371 -0.683298654 -0.038588122 -0.084616321 -0.044347803 -0.074777980 -0.041316282 0.995356464
1311867176.965060949 -0.694007153 -0.013600047 -0.074525104 -0.039362592 -0.072929489 -0.038325707 0.995822784
1311867176.994747877 -0.696237921 -0.016957069 -0.087706051 -0.040139486 -0.074499325 -0.040073073 0.995606760
1311867177.026728153 -0.700025144 -0.016697901 -0.077977354 -0.039267785 -0.074428526 -0.039134179 0.995684163
1311867177.062633753 -0.698179846 -0.021676772 -0.084070878 -0.040919049 -0.076353191 -0.039817749 0.995444809
1311867177.094685078 -0.697086618 -0.020577803 -0.077527039 -0.040790162 -0.077103150 -0.039341683 0.995411221
1311867177.126615286 -0.710168151 -0.013277125 -0.085034603 -0.038636403 -0.075645289 -0.040095187 0.995578924
1311867177.162729740 -0.712470022 -0.015743222 -0.084912758 -0.039460865 -0.077335036 -0.040713423 0.995391656
1311867177.194645643 -0.710206766 -0.017266366 -0.086879469 -0.040179387 -0.079157204 -0.040671499 0.995221374
1311867177.226472616 -0.717738083 -0.014855410 -0.091948844 -0.039183097 -0.078717386 -0.041769664 0.995250498
1311867177.263863564 -0.720593886 -0.022239533 -0.089284027 -0.041255284 -0.078744875 -0.043465138 0.995091970
1311867177.294618368 -0.730018357 -0.021724106 -0.087992249 -0.040830163 -0.078663993 -0.044587774 0.995066231
1311867177.327609062 -0.728305217 -0.021023421 -0.094232173 -0.040252626 -0.080059756 -0.044684394 0.994974103
1311867177.362771034 -0.730040915 -0.022091275 -0.093617889 -0.040898035 -0.080631325 -0.044397324 0.994914478
1311867177.394608974 -0.726030936 -0.022146622 -0.092601220 -0.040750057 -0.082804437 -0.044254844 0.994748394
1311867177.426747561 -0.738673401 -0.017080371 -0.094847314 -0.040418373 -0.082120582 -0.045345301 0.994769505
1311867177.462604046 -0.742963950 -0.018213151 -0.095247087 -0.041079884 -0.082640686 -0.045501746 0.994692189
1311867177.494643450 -0.742232998 -0.016346407 -0.097949026 -0.041090401 -0.083471384 -0.046360876 0.994582715
1311867177.527617216 -0.745365433 -0.014145208 -0.094087926 -0.041447997 -0.083363244 -0.045632591 0.994610627
1311867177.562640429 -0.749768263 -0.016635914 -0.094960647 -0.042880411 -0.084144689 -0.045826906 0.994475156
1311867177.594730377 -0.748000522 -0.018436506 -0.101797576 -0.042967269 -0.085998114 -0.045703282 0.994318535
1311867177.631145000 -0.754655521 -0.014733707 -0.101038535 -0.042486190 -0.085578460 -0.045891622 0.994366738
1311867177.662483215 -0.754792803 -0.018222428 -0.102833504 -0.043595453 -0.086338845 -0.044863910 0.994299889
1311867177.694561243 -0.758716030 -0.016099209 -0.103971072 -0.043023363 -0.086625725 -0.044891385 0.994298616
1311867177.730584383 -0.754056949 -0.015153458 -0.108513086 -0.043906581 -0.087968531 -0.044105437 0.994177278
1311867177.762537718 -0.759047853 -0.012829569 -0.103648441 -0.043621827 -0.086475458 -0.044396068 0.994307860
1311867177.794559240 -0.760168329 -0.012446088 -0.111064356 -0.043570392 -0.086475588 -0.044127774 0.994322047
1311867177.830914736 -0.764421809 -0.012286932 -0.109415160 -0.043505993 -0.086674212 -0.044192169 0.994304713
1311867177.862531662 -0.765835467 -0.014341562 -0.109848524 -0.043623990 -0.086760513 -0.043476523 0.994323565
1311867177.894691944 -0.768351392 -0.012786099 -0.113163311 -0.043768057 -0.086026515 -0.043510738 0.994379511
1311867177.931785822 -0.770530348 -0.011459814 -0.114862683 -0.043613170 -0.085890643 -0.043718162 0.994388964
1311867177.962791443 -0.770327296 -0.009020479 -0.112650011 -0.042530399 -0.085920590 -0.044078698 0.994417360
1311867177.994777203 -0.768840876 -0.008307353 -0.118692000 -0.042725664 -0.086474863 -0.042319505 0.994437366
1311867178.030610085 -0.777441048 -0.006818087 -0.114679773 -0.042481300 -0.086671059 -0.042617120 0.994418045
1311867178.063447714 -0.775227077 -0.007900572 -0.119827437 -0.042337310 -0.088792834 -0.042859972 0.994226537
1311867178.095113993 -0.776784124 -0.006847703 -0.121016595 -0.042705433 -0.088884980 -0.042230205 0.994229509
1311867178.130791426 -0.778446731 -0.011600067 -0.123696007 -0.042977587 -0.089680537 -0.042937164 0.994116054
1311867178.162747383 -0.778851919 -0.010294275 -0.135446386 -0.041471835 -0.091060190 -0.042759668 0.994062241
1311867178.195046425 -0.782660718 -0.007630517 -0.131968126 -0.041805715 -0.090908547 -0.042311978 0.994081292
1311867178.230718613 -0.790672387 -0.011285404 -0.122725521 -0.041956636 -0.092461179 -0.043111151 0.993897379
1311867178.262894154 -0.790128520 -0.006345898 -0.130266568 -0.040374732 -0.094609572 -0.041682704 0.993821645
1311867178.295490265 -0.792330811 -0.005652334 -0.132826059 -0.040984328 -0.095714196 -0.041553462 0.993696325
1311867178.330666780 -0.796994962 -0.009541425 -0.138847883 -0.041395637 -0.096901572 -0.041467135 0.993567795
1311867178.362722874 -0.795512755 -0.010955196 -0.137362675 -0.041743480 -0.099347364 -0.041444999 0.993312587
1311867178.394943953 -0.801761201 -0.011114056 -0.140383279 -0.041832904 -0.099763464 -0.042290689 0.993231472
1311867178.430657864 -0.809932091 -0.010236652 -0.143389449 -0.041654604 -0.099350527 -0.042812805 0.993257988
1311867178.462874413 -0.809386006 -0.008898006 -0.144188271 -0.042459917 -0.099988800 -0.044651959 0.993078848
1311867178.494644403 -0.812064459 -0.008865316 -0.148180492 -0.042068920 -0.100803692 -0.043006065 0.993085747
1311867178.530627251 -0.817332882 -0.008710679 -0.147363602 -0.042950903 -0.101353324 -0.043598230 0.992966222
1311867178.562642097 -0.816894665 -0.012609517 -0.148701274 -0.044789842 -0.103365945 -0.041467394 0.992768758
1311867178.594700098 -0.818733152 -0.010414239 -0.140088040 -0.044411628 -0.105321892 -0.041411464 0.992582489
1311867178.630690098 -0.819432407 -0.008602330 -0.142565828 -0.043749119 -0.105160373 -0.041610289 0.992620720
1311867178.662641048 -0.824742595 -0.006422654 -0.133544308 -0.043521033 -0.103370151 -0.044908614 0.992675046
1311867178.694612026 -0.828680115 -0.002842502 -0.133887822 -0.041753888 -0.102161503 -0.046719484 0.992792491
1311867178.730745316 -0.829699589 -0.004725083 -0.143981451 -0.042328313 -0.101645716 -0.046925992 0.992811369
1311867178.763234615 -0.823828636 -0.006660469 -0.138106219 -0.043314113 -0.102991326 -0.045290474 0.992706123
1311867178.800680161 -0.825537522 -0.005511611 -0.142270220 -0.042121885 -0.104054167 -0.043578093 0.992723238
1311867178.830950260 -0.832907402 -0.003376559 -0.147915535 -0.042351021 -0.101647086 -0.044541097 0.992920113
1311867178.862793684 -0.825230663 -0.012507666 -0.156713534 -0.044596635 -0.102051516 -0.041752149 0.992901499
1311867178.895016909 -0.829461515 -0.010210318 -0.150467862 -0.042328551 -0.100551767 -0.043485528 0.993079375
